State,Condition,Measure ID,Measure Name,Score,Footnote,Start Date,End Date
VT,Heart Attack or Chest Pain,OP_2,Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better,42.00 ,26,10/01/2021,09/30/2022
VT,Emergency Department,OP_22,Percentage of patients who left the emergency department before being seen Lower percentages are better,42.00 ,"25, 26",01/01/2021,12/31/2021
VT,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,40.00 ,25,10/01/2021,09/30/2022
VT,Colonoscopy care,OP_29,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,38.00 ,"25, 26",01/01/2021,12/31/2021
VT,Cataract surgery outcome,OP_31,Percentage of patients who had cataract surgery and had improvement in visual function within 90 days following the surgery Higher percentages are better,38.00 ,5,01/01/2021,12/31/2021
VT,Heart Attack or Chest Pain,OP_3b,Average (median) number of minutes before outpatients with chest pain or possible heart attack who needed specialized care were transferred to another hospital A lower number of minutes is better,38.00 ,26,10/01/2021,09/30/2022
VT,Sepsis Care,SEP_1,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,38.00 ,"25, 26",10/01/2021,09/30/2022
VT,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,38.00 ,"25, 26",10/01/2021,09/30/2022
VT,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,36.00 ,"25, 26",10/01/2021,09/30/2022
VT,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,36.00 ,"25, 26",10/01/2021,09/30/2022
VT,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,35.00 ,"25, 26",10/01/2021,09/30/2022
WA,Healthcare Personnel Vaccination,HCP_COVID_19,Percentage of healthcare personnel who completed COVID-19 primary vaccination series,32.00 ,,07/01/2022,09/30/2022
WA,Healthcare Personnel Vaccination,IMM_3,Healthcare workers given influenza vaccination Higher percentages are better,31.00 ,,10/01/2021,03/31/2022
WA,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,29.00 ,"25, 26",10/01/2021,09/30/2022
WA,Emergency Department,OP_18b_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),18.00 ,"25, 26",10/01/2021,09/30/2022
WA,Emergency Department,OP_18b_LOW_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (low),17.00 ,"25, 26",10/01/2021,09/30/2022
WA,Emergency Department,OP_18b_MEDIUM_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate),6.00 ,"25, 26",10/01/2021,09/30/2022
WA,Emergency Department,OP_18b_VERY_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),5.00 ,"25, 26",10/01/2021,09/30/2022
WA,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,5.00 ,25,10/01/2021,09/30/2022
WA,Emergency Department,OP_18c_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high),5.00 ,25,10/01/2021,09/30/2022
WA,Emergency Department,OP_18c_LOW_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),5.00 ,25,10/01/2021,09/30/2022
WA,Emergency Department,OP_18c_MEDIUM_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),4.00 ,25,10/01/2021,09/30/2022
WA,Emergency Department,OP_18c_VERY_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high),4.00 ,25,10/01/2021,09/30/2022
WA,Heart Attack or Chest Pain,OP_2,Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better,4.00 ,26,10/01/2021,09/30/2022
WA,Emergency Department,OP_22,Percentage of patients who left the emergency department before being seen Lower percentages are better,4.00 ,"25, 26",01/01/2021,12/31/2021
WA,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,4.00 ,25,10/01/2021,09/30/2022
WA,Colonoscopy care,OP_29,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,4.00 ,"25, 26",01/01/2021,12/31/2021
WA,Cataract surgery outcome,OP_31,Percentage of patients who had cataract surgery and had improvement in visual function within 90 days following the surgery Higher percentages are better,4.00 ,5,01/01/2021,12/31/2021
WA,Heart Attack or Chest Pain,OP_3b,Average (median) number of minutes before outpatients with chest pain or possible heart attack who needed specialized care were transferred to another hospital A lower number of minutes is better,4.00 ,26,10/01/2021,09/30/2022
WA,Sepsis Care,SEP_1,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,3.00 ,"25, 26",10/01/2021,09/30/2022
WA,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,3.00 ,"25, 26",10/01/2021,09/30/2022
WA,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,3.00 ,"25, 26",10/01/2021,09/30/2022
WA,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,3.00 ,"25, 26",10/01/2021,09/30/2022
WA,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,3.00 ,"25, 26",10/01/2021,09/30/2022
WI,Healthcare Personnel Vaccination,HCP_COVID_19,Percentage of healthcare personnel who completed COVID-19 primary vaccination series,3.00 ,,07/01/2022,09/30/2022
WI,Healthcare Personnel Vaccination,IMM_3,Healthcare workers given influenza vaccination Higher percentages are better,3.00 ,,10/01/2021,03/31/2022
WI,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,3.00 ,"25, 26",10/01/2021,09/30/2022
WI,Emergency Department,OP_18b_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),3.00 ,"25, 26",10/01/2021,09/30/2022
WI,Emergency Department,OP_18b_LOW_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (low),3.00 ,"25, 26",10/01/2021,09/30/2022
WI,Emergency Department,OP_18b_MEDIUM_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate),3.00 ,"25, 26",10/01/2021,09/30/2022
WI,Emergency Department,OP_18b_VERY_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),3.00 ,"25, 26",10/01/2021,09/30/2022
WI,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,3.00 ,25,10/01/2021,09/30/2022
WI,Emergency Department,OP_18c_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high),3.00 ,25,10/01/2021,09/30/2022
WI,Emergency Department,OP_18c_LOW_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),3.00 ,25,10/01/2021,09/30/2022
WI,Emergency Department,OP_18c_MEDIUM_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),3.00 ,25,10/01/2021,09/30/2022
WI,Emergency Department,OP_18c_VERY_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high),3.00 ,25,10/01/2021,09/30/2022
WI,Heart Attack or Chest Pain,OP_2,Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better,3.00 ,26,10/01/2021,09/30/2022
WI,Emergency Department,OP_22,Percentage of patients who left the emergency department before being seen Lower percentages are better,3.00 ,"25, 26",01/01/2021,12/31/2021
WI,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,3.00 ,25,10/01/2021,09/30/2022
WI,Colonoscopy care,OP_29,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,3.00 ,"25, 26",01/01/2021,12/31/2021
WI,Cataract surgery outcome,OP_31,Percentage of patients who had cataract surgery and had improvement in visual function within 90 days following the surgery Higher percentages are better,3.00 ,5,01/01/2021,12/31/2021
WI,Heart Attack or Chest Pain,OP_3b,Average (median) number of minutes before outpatients with chest pain or possible heart attack who needed specialized care were transferred to another hospital A lower number of minutes is better,2.00 ,26,10/01/2021,09/30/2022
WI,Sepsis Care,SEP_1,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,2.00 ,"25, 26",10/01/2021,09/30/2022
WI,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,2.00 ,"25, 26",10/01/2021,09/30/2022
WI,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,2.00 ,"25, 26",10/01/2021,09/30/2022
WI,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,2.00 ,"25, 26",10/01/2021,09/30/2022
WI,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,2.00 ,"25, 26",10/01/2021,09/30/2022
WV,Healthcare Personnel Vaccination,HCP_COVID_19,Percentage of healthcare personnel who completed COVID-19 primary vaccination series,2.00 ,,07/01/2022,09/30/2022
WV,Healthcare Personnel Vaccination,IMM_3,Healthcare workers given influenza vaccination Higher percentages are better,2.00 ,,10/01/2021,03/31/2022
WV,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,2.00 ,"25, 26",10/01/2021,09/30/2022
WV,Emergency Department,OP_18b_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),2.00 ,"25, 26",10/01/2021,09/30/2022
WV,Emergency Department,OP_18b_LOW_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (low),2.00 ,"25, 26",10/01/2021,09/30/2022
WV,Emergency Department,OP_18b_MEDIUM_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate),2.00 ,"25, 26",10/01/2021,09/30/2022
WV,Emergency Department,OP_18b_VERY_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),1.00 ,"25, 26",10/01/2021,09/30/2022
WV,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,1.00 ,25,10/01/2021,09/30/2022
WV,Emergency Department,OP_18c_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high),1.00 ,25,10/01/2021,09/30/2022
WV,Emergency Department,OP_18c_LOW_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),1.00 ,25,10/01/2021,09/30/2022
WV,Emergency Department,OP_18c_MEDIUM_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),1.00 ,25,10/01/2021,09/30/2022
